mjd		flux		flux_error		num_observations
58480.5711556		337.9221554049283		15.8548910449091		1
58480.578996		327.7911099850102		13.5929692107992		1
58486.5112329		300.9822550072054		13.898499284965578		1
58486.5257523		315.35404994649707		14.454731089984584		1
58486.5322045		323.6569244876084		15.06548911501668		1
58486.5420521		296.5284094071862		13.184180449461481		1
58490.54559		312.3987998618334		13.520676987186413		1
58490.5506721		286.4650785136377		13.409003675106446		1
58490.5640418		282.64365192783157		12.815664349571916		1
58490.5700319		313.1756967274542		13.17929108910114		1
58494.494058		256.1520178445962		13.319904927918998		1
58494.4986677		258.5434135056518		12.558392483312307		1
58494.5103933		264.68190881233		12.613747216837602		1
58494.5182311		227.37926600670224		12.421645087403176		1
58496.5430651		268.17527926789455		12.006074116160175		1
58496.5585943		256.15875013628374		12.284916317077236		1
58496.563165		275.9340938887705		12.08989586626056		1
58496.5749995		274.6460667275334		12.338311421020942		1
58498.4954013		211.83655366357237		13.795095658003056		1
58498.500012		250.41454814157822		13.559565052207729		1
58498.5013998		231.0889723678306		15.389112788687404		1
58498.5018582		244.2956779682667		14.370333998133335		1
58498.5127545		235.75194181524114		14.393276447667354		1
58498.5201312		267.8624398927968		14.973676764193609		1
58498.5308919		269.93297034678477		13.954162026401585		1
58500.4909583		227.8278323622512		21.17032818772965		1
58500.5044906		250.4735280642464		19.388779622979108		1
58500.5058627		235.32106637152327		17.083199010636896		1
58500.510434		266.3442271483567		18.10209174974921		1
58500.5108909		158.64948515454776		28.905082181366875		1
58500.5123133		269.8687396791337		21.11255239484102		1
58500.5223493		221.73780026275122		20.492092038345668		1
58500.5242103		263.03842495458986		16.53203871812274		1
58500.5312102		177.60130368987507		27.59944454056176		1
58500.5331197		250.8276510808876		18.897973711573723		1
58502.4779982		313.33398783940964		41.246658085068134		1
58502.4911293		287.486039744012		37.850140696890456		1
58502.4966576		245.47458395806544		37.15167798065429		1
58502.5084854		257.87822767216215		41.4752116407451		1
58506.4849396		274.6067206145817		29.018270399054476		1
58506.4900046		276.2192330225941		30.327388143870923		1
58506.5029312		255.61873493053102		31.227419625021245		1
58506.5093773		253.40923876610813		32.91029074884521		1
58508.4766157		241.34496957768056		14.81681107007598		1
58508.4802744		252.26334457895166		15.248905136678022		1
58508.4922623		242.37068643997512		15.198830671403122		1
58508.5011335		276.13622594408247		15.058349627142091		1
58510.4590624		199.16906170858357		14.932421733167299		1
58510.4722848		256.3471814941822		16.23532149463154		1
58510.4727455		185.59909862314362		15.97455435487986		1
58510.4782728		225.776953709386		16.652131643316785		1
58510.4791932		233.9145357800869		15.865880520372533		1
58510.4886937		237.48197253073613		16.846011844544833		1
58510.4896319		194.6051407939753		17.384082056037503		1
58510.4970123		251.12850693418946		16.449465519706735		1
58514.4761782		182.66845728212846		19.8605973689294		1
58514.4775606		230.9684030209599		14.916223807609926		1
58514.4817064		218.4508953019794		15.496516600369244		1
58514.4826286		167.88410588006957		18.571250650450175		1
58514.4945839		235.79907630973918		14.975691913436092		1
58514.5019582		223.29071180436472		15.565939044054268		1
58518.4630076		201.1749571443366		14.479331702863918		1
58518.4676115		219.4758338361461		15.426416435767457		1
58518.468073		184.58355582140254		15.543878384960212		1
58518.4788742		198.7252998815909		14.492673803519336		1
58526.4646904		161.4249990272736		12.498786013922759		1
58526.468376		178.72802812578053		14.431455687174829		1
58526.4830432		174.28964287851977		12.832570760801321		1
58526.4890302		174.10778470979085		12.95795420708863		1
58530.4355432		148.37804320494095		32.047638583380106		1
58530.4510099		146.03222138411445		30.559058334240078		1
58530.4514674		83.94731389111871		34.34208295545765		1
58530.4551607		102.05116331963293		32.820474635459846		1
58530.4678887		161.8082135281048		31.13659629405171		1
58530.4692657		168.42264536542953		33.468602604668696		1
58530.4747863		187.38222317482183		33.30674523188827		1
58530.4757062		163.0750516814918		30.4038231948544		1
58538.4346587		196.28381326181795		359.1576157556668		1
58538.4397208		-126.59248678534665		621.6595333208988		1
58538.4617196		176.00003890238654		81.04469145333262		1
58542.4331725		99.08209943791738		14.437112293349237		1
58542.4472564		111.50519325424226		15.07899410555589		1
58542.4532232		100.60922482229645		15.420479318557588		1
58542.4645774		118.58521660385946		16.90853848914346		1
58546.4304406		74.30131718926752		12.560967662369011		1
58546.4455107		79.34392763797588		11.980707022258464		1
58546.4628655		109.01556078178214		13.207223996150198		1
58546.4697779		102.89652439414934		12.834405193248735		1
58550.4153342		76.52260382195581		214.96426111816598		1
58550.4171742		62.622258599835035		13.194656494279624		1
58550.420399		64.90344545834843		13.145001611817403		1
58550.4208591		48.148895630452756		162.63167751573528		1
58550.4217792		61.28696116329544		15.17201644433372		1
58550.4335208		12909.577830211958		92.20985984779958		1
58550.434902		100.86363508131483		18.80858768934354		1
58550.4399641		40.30812107950799		13.913463113738802		1
58550.4408854		979.7190897200197		12.3064565240539		1
58550.4422651		81.24109508162395		12.66348004869438		1
58550.4507556		134.30162886538366		82.77200087171681		1
58550.4516763		64.65227401949966		13.882390126886428		1
58554.4009522		77.4456075350677		13.988866282512225		1
58554.4060181		73.66187476874954		13.393068139772646		1
58554.4181581		35.39510511614849		13.514494680711241		1
58554.4264607		56.61008549807607		12.351291381398415		1
58558.3901114		5.812601301383022		23.63791195895762		1
58558.4060155		31.652457109279755		26.634384640735405		1
58558.4101551		47.97068518762784		24.903930182513175		1
58558.4209833		49.9801036922795		26.88323759205943		1
58562.3607179		38.96521574653108		30.49451667119824		1
58562.3644008		82.70374481447676		32.23667472607293		1
58562.3778814		83.2372030032944		33.08935724328494		1
58562.3847913		92.6815276340672		32.12959624647663		1
58566.3876507		159.93799001951504		213.42043891139113		1
58566.391797		65.88321553358061		254.7873025502188		1
58566.4114358		61.25728414362975		208.27476608834118		1
58566.4227247		101.12839676971639		76.32331831676707		1
58568.3758694		70.16663477037606		10.244108373069032		1
58568.3890066		53.37812878482852		11.110898051777609		1
58568.3954671		56.78951976553658		9.9381659589689		1
58568.4049013		48.35226076885346		12.754793008570458		1
58572.3498203		56.8229521164142		13.59771033135982		1
58572.3591251		48.87006008325085		12.352964189557865		1
58572.3665768		44.16560657540864		12.602525269589613		1
58572.3734506		84.2596744881707		15.25874265032119		1
58578.3547493		45.55277428299817		14.001069151917187		1
58578.3664712		54.90332968341038		14.141766736636008		1
58578.3683201		69.53007945017946		14.742137098613998		1
58578.3738802		63.07720595418758		12.829262227970357		1
58578.375262		48.50560136537527		14.26635334275743		1
58578.385168		23.288650441626682		13.250439044373804		1
58578.3930188		34.103612798699416		14.175598091025659		1
58578.4043219		46.01235969893335		13.319367281270178		1
58582.3404363		39.25780974752881		15.254463216182625		1
58582.3535278		52.54701209955457		14.350188043251853		1
58582.3622997		49.96297276055259		14.771661511815546		1
58582.3712575		30.464944545632395		14.122821974796473		1
58588.3732184		31.500400219558106		38.35540959376246		1
58590.3417913		-25.10148143647628		45.52719672302071		1
58590.352582		-43.57772670194681		42.454589415814155		1
58590.3609063		45.038356660083636		44.11449293372295		1
58590.370785		54.0073302307205		46.163942022939516		1
58594.3089564		36.99526392449046		27.642528662681073		1
58594.3206244		68.00056328065502		29.699041191852338		1
58594.3234073		56.67095557255028		32.20415925524996		1
58594.3266514		65.68729718573289		31.87765892837038		1
58594.3294251		31.57518772154037		30.580693620074538		1
58594.334622		22.060303410858857		31.61218736195239		1
58594.3457558		45.56075960459916		33.096023486359776		1
58594.3551671		29.086422513946992		32.7995828348764		1
58596.3281209		52.033766372061095		14.126814399654595		1
58596.3361626		45.82940032101201		14.185290575551337		1
58596.3449312		6.253787557067734		14.852745448035872		1
58596.351085		47.94577912188144		15.534879482381168		1
58598.3117594		24.175981621555678		17.71515894682959		1
58598.3211114		35.21869335031516		17.314217959931483		1
58598.330383		60.047505263300806		17.040508250396172		1
58598.3374143		32.519971741334416		15.906507916957056		1
58600.308778		15.057712770544226		24.601333540607467		1
58600.3181008		-190.13618487311072		101.11788013706342		1
58600.3279219		43.03207804778974		43.03207804778974		1
58600.3288393		25.904425621883128		38.70058767606636		1
58600.3330301		13.158071984781705		646.0107264836095		1
58600.3373624		26.896876039053854		24.287477617354597		1
58600.3430208		21.368690680000867		20.85170622806536		1
58600.3513289		-27.517705659691526		42.93971652391425		1
58600.3531722		143.61230006499238		91.69415077035956		1
58610.2969185		12.6799559343126		17.751938308037637		1
58610.304407		23.911899034922904		18.988860998321133		1
58610.3053421		29.226753730975638		17.391126187026824		1
58610.313815		41.304816474844436		17.329032199216346		1
58610.314274		36.434393813250075		18.099666604001655		1
58610.3217644		45.82563791137552		16.173754556956066		1
58610.3226984		53.24343843944556		17.98764812143431		1
58610.3351439		43.013219147398345		17.25129110189773		1
58614.2452868		15.021369419506572		22.174402476414464		1
58614.2480549		21.63020617924799		20.188192433964794		1
58614.2536258		40.344305040350974		19.21157382873856		1
58614.2639125		39.088404658773264		18.550429329587313		1
58616.2577266		32.44518873305349		15.826921333196827		1
58616.2604999		33.99763466312285		15.750316623593642		1
58616.2674675		17.72464625002021		16.094793721282723		1
58616.2771789		7.326295851148756		17.167588785527677		1
58618.2501962		33.34012789092632		24.893962158558313		1
58618.2534821		-2.8680578446349116		23.826942093890036		1
58618.2586225		59.084947880639945		24.618728283599978		1
58618.2702973		34.64408856949324		24.47905659401319		1
58628.2424868		77.71059215454224		38.85529607727112		1
58628.2452824		42.86821398540882		21.278411300263457		1
58628.2494011		50.1017239418208		14.690020029543573		1
58628.2605254		26.831923064716946		12.356806674540698		1
