event,time,magnitude,e_magnitude,upperlimit,band,instrument,telescope,source
SN2004et,53373.3,12.69,0.01,,R,,,"2010MNRAS.404..981M,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN2004et,53373.3,13.41,0.01,,V,,,"2010MNRAS.404..981M,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN2004et,53375.5,15.18,0.04,,B,,,"2010MNRAS.404..981M,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN2004et,53375.5,12.1,0.05,,I,,,"2010MNRAS.404..981M,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN2004et,53375.5,12.83,0.04,,R,,,"2010MNRAS.404..981M,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN2004et,53375.5,13.46,0.03,,V,,,"2010MNRAS.404..981M,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN2004et,53376.544,15.346,0.011,,B,,,"2006MNRAS.372.1315S,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN2004et,53376.544,12.197,0.022,,I,,,"2006MNRAS.372.1315S,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN2004et,53376.544,12.651,0.014,,R,,,"2006MNRAS.372.1315S,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN2004et,53376.544,13.405,0.02,,V,,,"2006MNRAS.372.1315S,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN2004et,53377.5,15.23,0.02,,B,,,"2010MNRAS.404..981M,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN2004et,53377.5,12.27,0.03,,I,,,"2010MNRAS.404..981M,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN2004et,53377.5,12.8,0.02,,R,,,"2010MNRAS.404..981M,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN2004et,53377.5,13.54,0.02,,V,,,"2010MNRAS.404..981M,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN2004et,53380.544,15.522,0.008,,B,,,"2006MNRAS.372.1315S,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN2004et,53380.544,12.296,0.011,,I,,,"2006MNRAS.372.1315S,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN2004et,53380.544,12.776,0.013,,R,,,"2006MNRAS.372.1315S,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN2004et,53380.544,17.221,0.035,,U,,,"2006MNRAS.372.1315S,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN2004et,53380.544,13.535,0.013,,V,,,"2006MNRAS.372.1315S,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN2004et,53381.7,15.47,0.01,,B,,,"2010MNRAS.404..981M,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN2004et,53381.7,12.82,0.01,,R,,,"2010MNRAS.404..981M,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN2004et,53381.7,13.7,0.01,,V,,,"2010MNRAS.404..981M,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN2004et,53383.543,15.665,0.031,,B,,,"2006MNRAS.372.1315S,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN2004et,53383.543,12.374,0.027,,I,,,"2006MNRAS.372.1315S,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN2004et,53383.543,12.843,0.022,,R,,,"2006MNRAS.372.1315S,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN2004et,53383.543,17.524,0.04,,U,,,"2006MNRAS.372.1315S,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN2004et,53383.543,13.66,0.021,,V,,,"2006MNRAS.372.1315S,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN2004et,53384.3,15.68,0.01,,B,,,"2010MNRAS.404..981M,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN2004et,53384.3,12.37,0.01,,I,,,"2010MNRAS.404..981M,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN2004et,53384.3,13.02,0.01,,R,,,"2010MNRAS.404..981M,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN2004et,53384.3,13.81,0.01,,V,,,"2010MNRAS.404..981M,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN2004et,53387.5,15.74,0.03,,B,,,"2010MNRAS.404..981M,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN2004et,53387.5,12.56,0.03,,I,,,"2010MNRAS.404..981M,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN2004et,53387.5,13.19,0.03,,R,,,"2010MNRAS.404..981M,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN2004et,53387.5,13.95,0.03,,V,,,"2010MNRAS.404..981M,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN2004et,53388.8,15.79,0.05,,B,,,"2010MNRAS.404..981M,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN2004et,53388.8,12.64,0.02,,I,,,"2010MNRAS.404..981M,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN2004et,53388.8,13.11,0.02,,R,,,"2010MNRAS.404..981M,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN2004et,53388.8,14.09,0.03,,V,,,"2010MNRAS.404..981M,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN2004et,53391.0,16.06,0.04,,B,,,"2010MNRAS.404..981M,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN2004et,53391.0,12.77,0.04,,I,,,"2010MNRAS.404..981M,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN2004et,53391.0,13.42,0.04,,R,,,"2010MNRAS.404..981M,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN2004et,53391.0,14.21,0.04,,V,,,"2010MNRAS.404..981M,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN2004et,53393.541,16.527,0.193,,B,,,"2006MNRAS.372.1315S,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN2004et,53393.541,13.005,0.03,,I,,,"2006MNRAS.372.1315S,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN2004et,53393.541,13.561,0.114,,R,,,"2006MNRAS.372.1315S,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN2004et,53393.541,14.488,0.117,,V,,,"2006MNRAS.372.1315S,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN2004et,53405.7,17.34,0.05,,B,,,"2010MNRAS.404..981M,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN2004et,53405.7,13.86,0.02,,I,,,"2010MNRAS.404..981M,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN2004et,53405.7,14.47,0.03,,R,,,"2010MNRAS.404..981M,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN2004et,53405.7,15.64,0.03,,V,,,"2010MNRAS.404..981M,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN2004et,53411.5,15.66,0.06,,V,,,"2010MNRAS.404..981M,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN2004et,53411.7,17.36,0.09,,B,,,"2010MNRAS.404..981M,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN2004et,53411.7,13.97,0.02,,I,,,"2010MNRAS.404..981M,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN2004et,53411.7,14.56,0.02,,R,,,"2010MNRAS.404..981M,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN2004et,53411.7,15.75,0.06,,V,,,"2010MNRAS.404..981M,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN2004et,53432.0,17.63,0.07,,B,,,"2010MNRAS.404..981M,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN2004et,53432.0,14.14,0.02,,I,,,"2010MNRAS.404..981M,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN2004et,53432.0,14.67,0.03,,R,,,"2010MNRAS.404..981M,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN2004et,53432.0,15.93,0.04,,V,,,"2010MNRAS.404..981M,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN2004et,53436.011,17.736,0.069,,B,,,"2006MNRAS.372.1315S,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN2004et,53436.011,14.154,0.019,,I,,,"2006MNRAS.372.1315S,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN2004et,53436.011,14.735,0.021,,R,,,"2006MNRAS.372.1315S,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN2004et,53436.011,15.822,0.016,,V,,,"2006MNRAS.372.1315S,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN2004et,53438.7,17.74,0.02,,B,,,"2010MNRAS.404..981M,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN2004et,53438.7,14.06,0.01,,I,,,"2010MNRAS.404..981M,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN2004et,53438.7,14.89,0.01,,R,,,"2010MNRAS.404..981M,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN2004et,53438.7,15.97,0.01,,V,,,"2010MNRAS.404..981M,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN2004et,53446.1,17.55,0.06,,B,,,"2010MNRAS.404..981M,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN2004et,53446.1,14.26,0.03,,I,,,"2010MNRAS.404..981M,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN2004et,53446.1,14.81,0.03,,R,,,"2010MNRAS.404..981M,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN2004et,53446.1,16.12,0.04,,V,,,"2010MNRAS.404..981M,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN2004et,53446.5,17.75,0.01,,B,,,"2010MNRAS.404..981M,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN2004et,53446.5,14.96,0.01,,R,,,"2010MNRAS.404..981M,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN2004et,53446.5,16.04,0.01,,V,,,"2010MNRAS.404..981M,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN2004et,53453.99,17.863,0.034,,B,,,"2006MNRAS.372.1315S,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN2004et,53453.99,14.349,0.017,,I,,,"2006MNRAS.372.1315S,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN2004et,53453.99,14.891,0.022,,R,,,"2006MNRAS.372.1315S,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN2004et,53453.99,16.002,0.024,,V,,,"2006MNRAS.372.1315S,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN2004et,53456.0,17.77,0.05,,B,,,"2010MNRAS.404..981M,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN2004et,53456.0,14.39,0.02,,I,,,"2010MNRAS.404..981M,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN2004et,53456.0,14.92,0.03,,R,,,"2010MNRAS.404..981M,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN2004et,53456.0,16.14,0.03,,V,,,"2010MNRAS.404..981M,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN2004et,53458.0,17.77,0.08,,B,,,"2010MNRAS.404..981M,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN2004et,53458.0,14.41,0.02,,I,,,"2010MNRAS.404..981M,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN2004et,53458.0,14.92,0.03,,R,,,"2010MNRAS.404..981M,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN2004et,53458.0,16.21,0.05,,V,,,"2010MNRAS.404..981M,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN2004et,53461.984,14.417,0.019,,I,,,"2006MNRAS.372.1315S,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN2004et,53461.984,14.99,0.012,,R,,,"2006MNRAS.372.1315S,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN2004et,53461.984,16.117,0.027,,V,,,"2006MNRAS.372.1315S,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN2004et,53468.0,17.78,0.17,,B,,,"2010MNRAS.404..981M,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN2004et,53468.0,14.47,0.06,,I,,,"2010MNRAS.404..981M,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN2004et,53468.0,14.96,0.05,,R,,,"2010MNRAS.404..981M,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN2004et,53468.0,16.24,0.12,,V,,,"2010MNRAS.404..981M,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN2004et,53470.973,15.048,0.027,,R,,,"2006MNRAS.372.1315S,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN2004et,53473.0,17.87,0.05,,B,,,"2010MNRAS.404..981M,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN2004et,53473.0,14.53,0.03,,I,,,"2010MNRAS.404..981M,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN2004et,53473.0,15.06,0.03,,R,,,"2010MNRAS.404..981M,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN2004et,53473.0,16.35,0.03,,V,,,"2010MNRAS.404..981M,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN2004et,53473.972,17.961,0.032,,B,,,"2006MNRAS.372.1315S,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN2004et,53473.972,14.527,0.013,,I,,,"2006MNRAS.372.1315S,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN2004et,53473.972,15.075,0.014,,R,,,"2006MNRAS.372.1315S,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN2004et,53473.972,16.199,0.013,,V,,,"2006MNRAS.372.1315S,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN2004et,53475.969,17.997,0.037,,B,,,"2006MNRAS.372.1315S,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN2004et,53475.969,14.548,0.02,,I,,,"2006MNRAS.372.1315S,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN2004et,53475.969,15.102,0.02,,R,,,"2006MNRAS.372.1315S,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN2004et,53475.969,16.23,0.027,,V,,,"2006MNRAS.372.1315S,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN2004et,53481.903,18.019,0.035,,B,,,"2006MNRAS.372.1315S,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN2004et,53481.903,14.608,0.02,,I,,,"2006MNRAS.372.1315S,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN2004et,53481.903,15.152,0.015,,R,,,"2006MNRAS.372.1315S,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN2004et,53481.903,16.29,0.017,,V,,,"2006MNRAS.372.1315S,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN2004et,53496.892,18.093,0.009,,B,,,"2006MNRAS.372.1315S,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN2004et,53496.892,14.763,0.019,,I,,,"2006MNRAS.372.1315S,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN2004et,53496.892,15.314,0.009,,R,,,"2006MNRAS.372.1315S,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN2004et,53496.892,16.436,0.008,,V,,,"2006MNRAS.372.1315S,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN2004et,53509.0,17.94,0.07,,B,,,"2010MNRAS.404..981M,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN2004et,53509.0,14.99,0.03,,I,,,"2010MNRAS.404..981M,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN2004et,53509.0,15.46,0.03,,R,,,"2010MNRAS.404..981M,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN2004et,53509.0,16.69,0.04,,V,,,"2010MNRAS.404..981M,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN2004et,53517.948,18.26,0.037,,B,,,"2006MNRAS.372.1315S,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN2004et,53517.948,15.016,0.016,,I,,,"2006MNRAS.372.1315S,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN2004et,53517.948,15.551,0.018,,R,,,"2006MNRAS.372.1315S,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN2004et,53517.948,16.662,0.023,,V,,,"2006MNRAS.372.1315S,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN2004et,53518.885,18.25,0.018,,B,,,"2006MNRAS.372.1315S,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN2004et,53518.885,15.024,0.021,,I,,,"2006MNRAS.372.1315S,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN2004et,53518.885,15.538,0.015,,R,,,"2006MNRAS.372.1315S,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN2004et,53518.885,16.659,0.009,,V,,,"2006MNRAS.372.1315S,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN2004et,53522.893,18.279,0.019,,B,,,"2006MNRAS.372.1315S,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN2004et,53522.893,15.072,0.014,,I,,,"2006MNRAS.372.1315S,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN2004et,53522.893,15.575,0.009,,R,,,"2006MNRAS.372.1315S,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN2004et,53522.893,16.705,0.012,,V,,,"2006MNRAS.372.1315S,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN2004et,53528.902,18.322,0.017,,B,,,"2006MNRAS.372.1315S,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN2004et,53528.902,15.127,0.013,,I,,,"2006MNRAS.372.1315S,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN2004et,53528.902,15.652,0.008,,R,,,"2006MNRAS.372.1315S,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN2004et,53528.902,16.773,0.012,,V,,,"2006MNRAS.372.1315S,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN2004et,53536.5,18.35,0.02,,B,,,"2010MNRAS.404..981M,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN2004et,53536.5,14.99,0.03,,I,,,"2010MNRAS.404..981M,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN2004et,53536.5,15.76,0.01,,R,,,"2010MNRAS.404..981M,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN2004et,53536.5,16.97,0.02,,V,,,"2010MNRAS.404..981M,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN2004et,53541.919,18.389,0.019,,B,,,"2006MNRAS.372.1315S,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN2004et,53541.919,15.257,0.016,,I,,,"2006MNRAS.372.1315S,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN2004et,53541.919,15.792,0.011,,R,,,"2006MNRAS.372.1315S,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN2004et,53541.919,16.912,0.008,,V,,,"2006MNRAS.372.1315S,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN2004et,53545.91,18.414,0.017,,B,,,"2006MNRAS.372.1315S,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN2004et,53545.91,15.336,0.011,,I,,,"2006MNRAS.372.1315S,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN2004et,53545.91,15.832,0.014,,R,,,"2006MNRAS.372.1315S,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN2004et,53545.91,19.553,0.055,,U,,,"2006MNRAS.372.1315S,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN2004et,53545.91,16.957,0.017,,V,,,"2006MNRAS.372.1315S,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN2004et,53546.918,18.453,0.027,,B,,,"2006MNRAS.372.1315S,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN2004et,53546.918,15.363,0.013,,I,,,"2006MNRAS.372.1315S,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN2004et,53546.918,15.852,0.016,,R,,,"2006MNRAS.372.1315S,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN2004et,53546.918,19.491,0.055,,U,,,"2006MNRAS.372.1315S,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN2004et,53546.918,16.975,0.017,,V,,,"2006MNRAS.372.1315S,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN2004et,53553.5,18.44,0.03,,B,,,"2010MNRAS.404..981M,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN2004et,53553.5,15.24,0.02,,I,,,"2010MNRAS.404..981M,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN2004et,53553.5,15.88,0.01,,R,,,"2010MNRAS.404..981M,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN2004et,53553.5,17.13,0.02,,V,,,"2010MNRAS.404..981M,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN2004et,53560.914,18.552,0.02,,B,,,"2006MNRAS.372.1315S,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN2004et,53560.914,15.538,0.012,,I,,,"2006MNRAS.372.1315S,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN2004et,53560.914,16.018,0.015,,R,,,"2006MNRAS.372.1315S,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN2004et,53560.914,19.63,0.048,,U,,,"2006MNRAS.372.1315S,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN2004et,53560.914,17.127,0.027,,V,,,"2006MNRAS.372.1315S,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN2004et,53564.9,18.48,0.07,,B,,,"2010MNRAS.404..981M,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN2004et,53564.9,15.74,0.03,,I,,,"2010MNRAS.404..981M,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN2004et,53564.9,16.11,0.03,,R,,,"2010MNRAS.404..981M,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN2004et,53564.9,17.39,0.04,,V,,,"2010MNRAS.404..981M,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN2004et,53566.0,18.52,0.03,,B,,,"2010MNRAS.404..981M,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN2004et,53566.0,15.83,0.03,,I,,,"2010MNRAS.404..981M,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN2004et,53566.0,16.14,0.03,,R,,,"2010MNRAS.404..981M,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN2004et,53566.0,17.2,0.03,,V,,,"2010MNRAS.404..981M,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN2004et,53570.906,18.6,0.017,,B,,,"2006MNRAS.372.1315S,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN2004et,53570.906,15.666,0.019,,I,,,"2006MNRAS.372.1315S,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN2004et,53570.906,16.14,0.013,,R,,,"2006MNRAS.372.1315S,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN2004et,53570.906,17.245,0.018,,V,,,"2006MNRAS.372.1315S,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN2004et,53571,13.92,0.03,,I1,IRAC,Spitzer,"2011MNRAS.418.1285F,2009ApJ...704..306K"
SN2004et,53571,11.87,0.05,,I2,IRAC,Spitzer,"2011MNRAS.418.1285F,2009ApJ...704..306K"
SN2004et,53574.767,18.615,0.018,,B,,,"2006MNRAS.372.1315S,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN2004et,53574.767,15.707,0.02,,I,,,"2006MNRAS.372.1315S,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN2004et,53574.767,16.183,0.015,,R,,,"2006MNRAS.372.1315S,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN2004et,53574.767,19.526,0.054,,U,,,"2006MNRAS.372.1315S,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN2004et,53574.767,17.284,0.01,,V,,,"2006MNRAS.372.1315S,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN2004et,53579.9,18.62,0.08,,B,,,"2010MNRAS.404..981M,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN2004et,53579.9,15.99,0.12,,I,,,"2010MNRAS.404..981M,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN2004et,53579.9,16.27,0.03,,R,,,"2010MNRAS.404..981M,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN2004et,53579.9,17.33,0.03,,V,,,"2010MNRAS.404..981M,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN2004et,53583.79,15.856,0.016,,I,,,"2006MNRAS.372.1315S,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN2004et,53583.79,16.298,0.008,,R,,,"2006MNRAS.372.1315S,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN2004et,53583.79,17.371,0.036,,V,,,"2006MNRAS.372.1315S,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN2004et,53586.9,18.7,0.06,,B,,,"2010MNRAS.404..981M,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN2004et,53586.9,16.08,0.03,,I,,,"2010MNRAS.404..981M,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN2004et,53586.9,16.34,0.03,,R,,,"2010MNRAS.404..981M,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN2004et,53586.9,17.53,0.04,,V,,,"2010MNRAS.404..981M,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN2004et,53589.75,18.743,0.018,,B,,,"2006MNRAS.372.1315S,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN2004et,53589.75,15.921,0.011,,I,,,"2006MNRAS.372.1315S,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN2004et,53589.75,16.363,0.014,,R,,,"2006MNRAS.372.1315S,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN2004et,53589.75,17.446,0.014,,V,,,"2006MNRAS.372.1315S,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN2004et,53592.9,18.75,0.06,,B,,,"2010MNRAS.404..981M,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN2004et,53592.9,16.19,0.03,,I,,,"2010MNRAS.404..981M,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN2004et,53592.9,16.4,0.03,,R,,,"2010MNRAS.404..981M,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN2004et,53592.9,17.47,0.05,,V,,,"2010MNRAS.404..981M,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN2004et,53598.9,18.86,0.07,,B,,,"2010MNRAS.404..981M,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN2004et,53598.9,16.23,0.04,,I,,,"2010MNRAS.404..981M,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN2004et,53598.9,16.49,0.03,,R,,,"2010MNRAS.404..981M,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN2004et,53598.9,17.59,0.1,,V,,,"2010MNRAS.404..981M,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN2004et,53599.798,18.836,0.019,,B,,,"2006MNRAS.372.1315S,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN2004et,53599.798,16.059,0.016,,I,,,"2006MNRAS.372.1315S,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN2004et,53599.798,16.481,0.015,,R,,,"2006MNRAS.372.1315S,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
